Unique_Questionnaire_Number,Person_Number,Survey_Date,Province,Metro_Code,Geo_Type_Code,Stratum,Gender,Age,Marital_Status,Education_Level,Population_Group,Field_of_Study,Attendance_Status,Employment_Status,Labour_Force_Status,Unemployment_Status,Reason_for_Inactivity,Industry_Code,Occupation_Code,Previous_Industry_Code,Previous_Occupation_Code,Sector_Code,Informal_Employment_Status,Long_Term_Unemployment_Status,Underemployment_Status,"'Not in Education, Employment, or Training' Status",Graduate Status,Education Status,Age Group,Hours Worked,Weight
799150140000024601,1,2026-06-02,7,15,2,78201,2,66,3,7,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,3,14,,735.04300674
799150140000027701,1,2026-06-02,7,15,2,78201,1,73,1,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,813.36301346
799150140000027701,2,2026-06-02,7,15,2,78201,2,67,1,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,813.36301346
799150140000030801,1,2026-06-02,7,15,2,78201,2,50,1,11,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,4,11,,872.04596929
799150140000030801,2,2026-06-02,7,15,2,78201,1,61,1,10,1,inf,2,1.0,1.0,,,7.0,8.0,,,2.0,2.0,,2.0,2.0,1,4,13,60.0,872.04596929
799150270000000501,1,2026-06-02,7,15,1,78105,1,41,5,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,9,40.0,996.36522232
799150270000000501,2,2026-06-02,7,15,1,78105,2,68,3,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,996.36522232
799150270000002101,1,2026-06-02,7,15,1,78105,2,51,5,11,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,1,4,11,40.0,1263.973165
799150270000002101,2,2026-06-02,7,15,1,78105,2,34,5,11,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,4,7,,1263.973165
799150270000002101,3,2026-06-02,7,15,1,78105,1,30,5,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,7,40.0,1263.973165
799150270000002101,4,2026-06-02,7,15,1,78105,2,20,5,12,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,5,,1263.973165
799150270000003701,1,2026-06-02,7,15,1,78105,1,34,1,9,1,inf,2,1.0,1.0,,,6.0,7.0,,,2.0,2.0,,2.0,2.0,1,4,7,35.0,923.05630187
799150270000003701,2,2026-06-02,7,15,1,78105,2,33,1,12,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,7,,923.05630187
799150270000005301,1,2026-06-02,7,15,1,78105,1,66,1,1,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,14,,1220.4204048
799150270000005301,2,2026-06-02,7,15,1,78105,2,58,1,5,1,inf,2,4.0,6.0,5.0,2.0,,,,,,,,,1.0,1,2,12,,1220.4204048
799150270000005301,3,2026-06-02,7,15,1,78105,2,31,5,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,2.0,2.0,,2.0,2.0,2,5,7,35.0,1220.4204048
799150270000005301,4,2026-06-02,7,15,1,78105,2,28,5,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,2.0,2.0,,2.0,2.0,2,5,6,40.0,1220.4204048
799150270000005301,5,2026-06-02,7,15,1,78105,1,18,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,1220.4204048
799150270000006901,1,2026-06-02,7,15,1,78105,1,33,1,12,1,inf,2,1.0,1.0,,,7.0,8.0,,,1.0,1.0,,2.0,2.0,2,5,7,40.0,1064.5370087
799150270000006901,2,2026-06-02,7,15,1,78105,2,28,1,12,1,inf,2,2.0,2.0,4.0,,,,9.0,5.0,,,2.0,,1.0,2,5,6,,1064.5370087
799150270000008501,1,2026-06-02,7,15,1,78105,1,64,1,11,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,13,,1154.921633
799150270000008501,2,2026-06-02,7,15,1,78105,1,53,1,26,1,7.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,4,6,11,40.0,1154.921633
799150270000008501,3,2026-06-02,7,15,1,78105,2,25,5,23,1,7.0,2,1.0,1.0,,,9.0,3.0,,,1.0,1.0,,2.0,2.0,3,6,6,40.0,1154.921633
799150270000008501,4,2026-06-02,7,15,1,78105,1,19,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,1154.921633
799150270000010101,1,2026-06-02,7,15,1,78105,1,51,1,12,1,inf,2,1.0,1.0,,,7.0,8.0,,,2.0,2.0,,2.0,2.0,2,5,11,65.0,1311.3785326
799150270000010101,2,2026-06-02,7,15,1,78105,2,45,1,12,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,2,5,10,40.0,1311.3785326
799150270000010101,3,2026-06-02,7,15,1,78105,2,22,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,1311.3785326
799150270000010101,4,2026-06-02,7,15,1,78105,2,16,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1311.3785326
799150270000011701,1,2026-06-02,7,15,1,78105,1,57,5,6,2,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,2,12,,610.94764087
799150270000013301,1,2026-06-02,7,15,1,78105,2,79,5,3,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,16,,580.13702117
799150270000013301,2,2026-06-02,7,15,1,78105,1,23,5,11,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,5,,580.13702117
799150270000016501,1,2026-06-02,7,15,1,78105,1,43,5,11,1,inf,2,1.0,1.0,,,10.0,9.0,,,3.0,2.0,,2.0,2.0,1,4,9,25.0,840.96583001
799150400000001101,1,2026-06-02,7,15,2,78201,2,63,5,98,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,1,13,,1157.9559071
799150400000001101,2,2026-06-02,7,15,2,78201,2,68,5,98,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,1,14,,1157.9559071
799150400000001101,3,2026-06-02,7,15,2,78201,2,42,5,4,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,2,9,,1157.9559071
799150400000001101,4,2026-06-02,7,15,2,78201,2,22,5,11,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,5,,1157.9559071
799150400000003201,1,2026-06-02,7,15,2,78201,2,76,3,6,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,2,16,,881.48079979
799150400000003201,2,2026-06-02,7,15,2,78201,1,53,4,9,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,4,11,,881.48079979
799150400000007401,1,2026-06-02,7,15,2,78201,1,50,4,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,2,5,11,60.0,812.94246787
799150400000007401,2,2026-06-02,7,15,2,78201,1,19,5,13,1,inf,2,4.0,4.0,3.0,6.0,,,,,,,,,1.0,2,5,4,,812.94246787
799150400000011601,2,2026-06-02,7,15,2,78201,2,73,3,3,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,15,,1007.1608233
799150400000011601,3,2026-06-02,7,15,2,78201,1,44,5,7,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,1,3,9,,1007.1608233
799150400000013701,1,2026-06-02,7,15,2,78201,1,65,1,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,699.69755904
799150400000013701,2,2026-06-02,7,15,2,78201,2,59,1,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,12,,699.69755904
799150400000015801,1,2026-06-02,7,15,2,78201,1,50,5,11,1,inf,2,4.0,4.0,5.0,6.0,,,,,,,,,1.0,1,4,11,,873.23064971
799150400000017901,1,2026-06-02,7,15,2,78201,1,75,1,9,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,4,16,,691.75817141
799150400000017901,2,2026-06-02,7,15,2,78201,2,73,1,5,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,15,,691.75817141
799150400000020001,1,2026-06-02,7,15,2,78201,1,47,2,6,1,inf,2,1.0,1.0,,,3.0,7.0,,,1.0,1.0,,2.0,2.0,1,2,10,45.0,1192.1587358
799150400000020001,2,2026-06-02,7,15,2,78201,2,45,2,6,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,1.0,2.0,1,2,10,24.0,1192.1587358
799150400000022101,1,2026-06-02,7,15,2,78201,1,52,2,11,1,inf,2,1.0,1.0,,,9.0,9.0,,,1.0,1.0,,2.0,2.0,1,4,11,40.0,1455.2852724
799150400000022101,2,2026-06-02,7,15,2,78201,2,42,2,12,1,inf,2,3.0,3.0,4.0,5.0,,,10.0,5.0,,,,,1.0,2,5,9,,1455.2852724
799150400000022101,3,2026-06-02,7,15,2,78201,2,24,5,11,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,1,4,5,,1455.2852724
799150400000022101,4,2026-06-02,7,15,2,78201,2,19,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,4,,1455.2852724
799150400000022101,5,2026-06-02,7,15,2,78201,1,17,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1455.2852724
799150640000002701,1,2026-06-02,7,15,1,78105,1,55,1,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,12,40.0,1060.9263668
799150640000002701,2,2026-06-02,7,15,1,78105,2,51,1,11,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,11,,1060.9263668
799150640000002701,5,2026-06-02,7,15,1,78105,2,25,5,12,1,inf,2,4.0,6.0,3.0,1.0,,,,,,,,,1.0,2,5,6,,1060.9263668
799150640000002701,6,2026-06-02,7,15,1,78105,1,18,5,12,1,inf,2,1.0,1.0,,,9.0,4.0,,,1.0,2.0,,2.0,2.0,2,5,4,40.0,1060.9263668
799150640000005401,1,2026-06-02,7,15,1,78105,1,52,1,12,1,inf,2,2.0,2.0,2.0,,,,7.0,5.0,,,2.0,,1.0,2,5,11,,1313.0993638
799150640000005401,2,2026-06-02,7,15,1,78105,2,51,1,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,11,45.0,1313.0993638
799150640000005401,3,2026-06-02,7,15,1,78105,2,23,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,1313.0993638
799150640000005401,4,2026-06-02,7,15,1,78105,1,17,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1313.0993638
799150640000005401,5,2026-06-02,7,15,1,78105,2,16,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1313.0993638
799150640000008101,1,2026-06-02,7,15,1,78105,2,66,5,9,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,1576.1047948
799150640000008101,2,2026-06-02,7,15,1,78105,2,31,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,7,,1576.1047948
799150640000008101,3,2026-06-02,7,15,1,78105,2,22,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1576.1047948
799150640000008101,4,2026-06-02,7,15,1,78105,2,20,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1576.1047948
799150640000008101,5,2026-06-02,7,15,1,78105,2,17,5,8,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1576.1047948
799150640000008101,6,2026-06-02,7,15,1,78105,1,15,5,7,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,3,4,,1576.1047948
799150640000008101,8,2026-06-02,7,15,1,78105,2,27,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,1576.1047948
799150640000010801,1,2026-06-02,7,15,1,78105,1,22,5,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,5,,633.66980829
799150640000013501,1,2026-06-02,7,15,1,78105,2,61,5,12,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,13,,482.8840872
799150640000018901,1,2026-06-02,7,15,1,78105,2,71,5,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,722.07614682
799150720000002901,1,2026-06-02,7,15,1,78103,1,39,1,12,1,inf,2,1.0,1.0,,,3.0,7.0,,,1.0,1.0,,2.0,2.0,2,5,8,40.0,1604.2483516
799150720000002901,2,2026-06-02,7,15,1,78103,2,40,1,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,9,,1604.2483516
799150720000007101,1,2026-06-02,7,15,1,78103,1,38,5,12,1,inf,2,1.0,1.0,,,8.0,1.0,,,1.0,2.0,,2.0,2.0,2,5,8,40.0,1152.9289651
799150720000009201,1,2026-06-02,7,15,1,78103,2,39,5,11,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,8,,1064.9776478
799150720000009201,2,2026-06-02,7,15,1,78103,2,15,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1064.9776478
799150720000011301,1,2026-06-02,7,15,1,78103,1,43,3,9,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,9,,1196.0402916
799150720000013401,1,2026-06-02,7,15,1,78103,2,76,5,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,16,,572.18447372
799151010000000501,1,2026-06-02,7,15,1,78107,1,58,5,7,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,3,12,,935.89450465
799151010000003901,1,2026-06-02,7,15,1,78107,2,60,5,12,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,2,5,13,35.0,1548.5821678
799151010000003901,4,2026-06-02,7,15,1,78107,1,45,1,11,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,10,,1548.5821678
799151010000003901,5,2026-06-02,7,15,1,78107,2,33,5,12,1,inf,2,2.0,2.0,1.0,,,,10.0,10.0,,,1.0,,1.0,2,5,7,,1548.5821678
799151010000005601,1,2026-06-02,7,15,1,78107,1,39,5,12,1,inf,2,1.0,1.0,,,6.0,5.0,,,2.0,1.0,,2.0,2.0,2,5,8,70.0,1510.9377817
799151010000005601,2,2026-06-02,7,15,1,78107,1,42,5,98,1,inf,2,4.0,6.0,3.0,3.0,,,,,,,,,1.0,1,1,9,,1510.9377817
799151010000007301,1,2026-06-02,7,15,1,78107,2,71,5,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,1774.0081999
799151010000007301,2,2026-06-02,7,15,1,78107,2,43,5,9,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,1,4,9,,1774.0081999
799151010000007301,3,2026-06-02,7,15,1,78107,1,33,5,12,1,inf,2,2.0,2.0,1.0,,,,3.0,8.0,,,1.0,,1.0,2,5,7,,1774.0081999
799151010000007301,4,2026-06-02,7,15,1,78107,1,21,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1774.0081999
799151010000010701,1,2026-06-02,7,15,1,78107,1,38,1,12,1,inf,2,1.0,1.0,,,6.0,1.0,,,2.0,1.0,,2.0,2.0,2,5,8,70.0,1185.8044333
799151010000010701,2,2026-06-02,7,15,1,78107,2,38,1,12,1,inf,2,4.0,6.0,3.0,2.0,,,,,,,,,1.0,2,5,8,,1185.8044333
799151010000010701,4,2026-06-02,7,15,1,78107,2,15,5,7,1,inf,2,4.0,6.0,3.0,1.0,,,,,,,,,1.0,1,3,4,,1185.8044333
799151010000012401,1,2026-06-02,7,15,1,78107,1,40,1,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,9,,1540.7432954
799151010000012401,2,2026-06-02,7,15,1,78107,2,38,1,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,2.0,1.0,,2.0,2.0,2,5,8,60.0,1540.7432954
799151130000002401,1,2026-06-02,7,15,1,78105,2,67,5,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,14,,471.50478896
799151130000007201,1,2026-06-02,7,15,1,78105,2,29,5,16,1,30.0,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,6,,825.84645444
799151130000009601,1,2026-06-02,7,15,1,78105,2,70,5,98,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,1,15,,651.67875089
799151130000012001,1,2026-06-02,7,15,1,78105,1,54,1,9,1,inf,2,1.0,1.0,,,9.0,8.0,,,1.0,1.0,,2.0,2.0,1,4,11,40.0,1209.2519483
799151130000012001,2,2026-06-02,7,15,1,78105,2,49,1,11,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,1,4,10,45.0,1209.2519483
799151130000012001,3,2026-06-02,7,15,1,78105,2,22,5,23,1,26.0,2,2.0,2.0,1.0,,,,3.0,8.0,,,2.0,,1.0,3,6,5,,1209.2519483
799151130000012001,5,2026-06-02,7,15,1,78105,1,19,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1209.2519483
799151130000014401,1,2026-06-02,7,15,1,78105,2,79,5,8,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,16,,580.13702117
799151130000014401,2,2026-06-02,7,15,1,78105,1,23,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,580.13702117
799151130000019201,1,2026-06-02,7,15,1,78105,2,59,5,12,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,12,,1128.3507134
799151130000019201,2,2026-06-02,7,15,1,78105,2,36,5,12,1,inf,2,2.0,2.0,1.0,,,,9.0,5.0,,,1.0,,1.0,2,5,8,,1128.3507134
799151130000019201,3,2026-06-02,7,15,1,78105,2,23,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1128.3507134
799151130000021601,1,2026-06-02,7,15,1,78105,2,26,5,23,1,24.0,2,2.0,2.0,1.0,,,,8.0,4.0,,,1.0,,1.0,3,6,6,,825.84645444
799151130000024001,1,2026-06-02,7,15,1,78105,2,44,5,18,1,37.0,2,1.0,1.0,,,9.0,1.0,,,1.0,2.0,,2.0,2.0,3,6,9,45.0,853.75726036
799151130000024001,2,2026-06-02,7,15,1,78105,2,22,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,853.75726036
799151130000024001,3,2026-06-02,7,15,1,78105,1,18,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,853.75726036
799151130000024001,4,2026-06-02,7,15,1,78105,1,17,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,853.75726036
799151130000024001,7,2026-06-02,7,15,1,78105,2,24,5,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,5,,853.75726036
799151190000001301,1,2026-06-02,7,15,1,78107,1,40,5,22,1,35.0,2,1.0,1.0,,,8.0,5.0,,,1.0,1.0,,2.0,2.0,3,6,9,48.0,1403.5880575
799151190000001301,2,2026-06-02,7,15,1,78107,1,38,5,12,1,inf,2,2.0,2.0,5.0,,,,,,,,1.0,,1.0,2,5,8,,1403.5880575
799151190000001301,3,2026-06-02,7,15,1,78107,1,17,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1403.5880575
799151190000004701,1,2026-06-02,7,15,1,78107,2,84,5,5,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,16,,627.66227377
799151190000006401,1,2026-06-02,7,15,1,78107,1,63,1,12,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,2,5,13,,758.89089025
799151190000008101,1,2026-06-02,7,15,1,78107,2,72,5,7,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,3,15,,1546.2913219
799151190000008101,2,2026-06-02,7,15,1,78107,1,52,5,12,1,inf,2,1.0,1.0,,,9.0,9.0,,,1.0,1.0,,2.0,2.0,2,5,11,40.0,1546.2913219
799151190000008101,3,2026-06-02,7,15,1,78107,2,45,5,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,10,40.0,1546.2913219
799151190000008101,4,2026-06-02,7,15,1,78107,2,16,5,10,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1546.2913219
799151190000011501,1,2026-06-02,7,15,1,78107,2,73,5,10,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,4,15,,1208.6794538
799151190000011501,2,2026-06-02,7,15,1,78107,1,28,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,6,,1208.6794538
799151190000013201,1,2026-06-02,7,15,1,78107,2,43,2,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,9,,1301.2089431
799151190000013201,2,2026-06-02,7,15,1,78107,1,45,2,12,1,inf,2,1.0,1.0,,,7.0,1.0,,,2.0,1.0,,2.0,2.0,2,5,10,60.0,1301.2089431
799151190000013201,3,2026-06-02,7,15,1,78107,1,17,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,1301.2089431
799151190000014901,1,2026-06-02,7,15,1,78107,2,76,3,23,1,9.0,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,3,6,16,,1255.2585715
799151190000014901,2,2026-06-02,7,15,1,78107,2,30,5,23,1,3.0,2,1.0,1.0,,,8.0,1.0,,,1.0,2.0,,2.0,2.0,3,6,7,50.0,1255.2585715
799151820000008401,1,2026-06-02,7,15,2,78201,2,42,5,12,1,inf,2,1.0,1.0,,,9.0,5.0,,,2.0,1.0,,1.0,2.0,2,5,9,7.0,1881.1844622
799151820000008401,2,2026-06-02,7,15,2,78201,2,20,5,11,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,5,,1881.1844622
799151820000021601,1,2026-06-02,7,15,2,78201,1,71,1,6,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,15,,1504.3784921
799151820000021601,2,2026-06-02,7,15,2,78201,2,68,1,6,1,inf,2,4.0,6.0,3.0,4.0,,,,,,,,,1.0,1,2,14,,1504.3784921
799151820000021601,3,2026-06-02,7,15,2,78201,1,21,5,12,1,inf,2,2.0,2.0,3.0,,,,,,,,1.0,,1.0,2,5,5,,1504.3784921
799151820000031501,1,2026-06-02,7,15,2,78201,1,45,1,12,1,inf,2,1.0,1.0,,,3.0,1.0,,,1.0,1.0,,2.0,2.0,2,5,10,45.0,2278.3634215
799151820000031501,2,2026-06-02,7,15,2,78201,2,40,1,12,1,inf,2,4.0,6.0,3.0,2.0,,,,,,,,,1.0,2,5,9,,2278.3634215
799151820000031501,3,2026-06-02,7,15,2,78201,2,21,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,2278.3634215
799151820000031501,5,2026-06-02,7,15,2,78201,1,16,5,9,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,1,4,4,,2278.3634215
799151960000002401,1,2026-06-02,7,15,1,78105,2,70,5,7,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,3,15,,1251.0958293
799151960000002401,2,2026-06-02,7,15,1,78105,1,46,5,12,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,2,5,10,,1251.0958293
799151960000002401,3,2026-06-02,7,15,1,78105,2,32,5,12,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,2,5,7,,1251.0958293
799151960000005301,1,2026-06-02,7,15,1,78105,2,57,5,11,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,2.0,,2.0,2.0,1,4,12,35.0,881.91645689
799151960000005301,2,2026-06-02,7,15,1,78105,2,28,5,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,2.0,,2.0,2.0,2,5,6,35.0,881.91645689
799151960000008201,1,2026-06-02,7,15,1,78105,2,42,5,12,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,2,5,9,,1017.2086646
799151960000008201,2,2026-06-02,7,15,1,78105,2,26,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,6,,1017.2086646
799151960000011101,2,2026-06-02,7,15,1,78105,2,77,5,1,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,2,16,,955.2423453
799151960000011101,3,2026-06-02,7,15,1,78105,2,58,5,8,1,inf,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,1,4,12,,955.2423453
799151960000011101,4,2026-06-02,7,15,1,78105,1,34,5,12,1,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,7,,955.2423453
799151960000016901,1,2026-06-02,7,15,1,78105,1,35,5,12,1,inf,2,1.0,1.0,,,6.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,8,48.0,810.65317861
799151960000019801,1,2026-06-02,7,15,1,78105,2,40,5,17,1,29.0,2,3.0,3.0,5.0,5.0,,,,,,,,,1.0,3,6,9,,601.74665498
799151960000019801,2,2026-06-02,7,15,1,78105,2,18,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,601.74665498
799151960000019801,3,2026-06-02,7,15,1,78105,2,18,5,12,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,4,,601.74665498
799151960000022701,1,2026-06-02,7,15,1,78105,1,64,1,7,1,inf,2,4.0,6.0,5.0,4.0,,,,,,,,,1.0,1,3,13,,772.26324075
799151960000022701,2,2026-06-02,7,15,1,78105,2,52,1,6,1,inf,2,4.0,6.0,5.0,3.0,,,,,,,,,1.0,1,2,11,,772.26324075
799151960000025601,1,2026-06-02,7,15,1,78105,1,52,1,12,2,inf,2,1.0,1.0,,,9.0,5.0,,,1.0,1.0,,2.0,2.0,2,5,11,40.0,867.63723571
799151960000025601,2,2026-06-02,7,15,1,78105,2,32,1,12,2,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,7,,867.63723571
799151960000025601,3,2026-06-02,7,15,1,78105,2,19,5,12,2,inf,2,3.0,3.0,3.0,5.0,,,,,,,,,1.0,2,5,4,,867.63723571
799151960000028501,1,2026-06-02,7,15,1,78105,2,20,5,13,1,inf,1,4.0,6.0,3.0,1.0,,,,,,,,,2.0,2,5,5,,659.85264755
799151960000031401,1,2026-06-02,7,15,1,78105,2,25,5,10,1,inf,2,1.0,1.0,,,10.0,10.0,,,3.0,2.0,,2.0,2.0,1,4,6,35.0,632.44435384
799224610000007401,1,2026-05-02,7,15,1,78109,1,54,1,12,1,inf,2,1.0,1.0,,,6.0,9.0,,,2.0,1.0,,2.0,2.0,2,5,11,45.0,1023.8363851
799224610000007401,2,2026-05-02,7,15,1,78109,2,48,1,23,1,9.0,2,2.0,2.0,2.0,,,,6.0,9.0,,,2.0,,1.0,3,6,10,,1023.8363851
